ketinggianAir,suhuAir,suhuUdara,kelembapanUdara,tds,orp,do,ph,label,lokasi
122.0,26.19,27.47,33.18,574.26,227.18,20.11,6.76,4.0,2.0
134.0,26.48,27.24,33.74,578.15,242.67,20.94,5.72,4.0,2.0
123.0,26.86,27.25,32.12,573.56,228.86,18.63,6.13,4.0,2.0
117.0,26.26,27.15,33.27,613.43,212.95,18.84,5.32,4.0,2.0
133.0,27.79,27.52,32.32,611.8,221.11,20.3,6.62,4.0,2.0
115.0,27.77,25.17,32.33,603.39,225.7,17.17,5.98,4.0,2.0
114.0,26.61,25.35,32.61,630.88,221.34,17.63,6.51,4.0,2.0
127.0,27.76,28.37,32.64,617.85,223.62,22.1,6.5,4.0,2.0
119.0,27.3,25.15,32.65,594.12,211.51,20.0,6.02,4.0,2.0
125.0,26.88,28.27,32.2,631.23,262.16,18.91,5.03,4.0,2.0
122.0,27.13,26.08,32.96,598.56,256.67,23.38,6.61,4.0,2.0
116.0,26.13,28.68,33.88,616.42,220.1,21.73,6.49,4.0,2.0
127.0,26.28,26.31,32.06,634.84,262.66,17.98,6.2,4.0,2.0
131.0,27.46,27.22,33.96,595.4,258.16,18.03,5.57,4.0,2.0
128.0,27.53,27.76,32.26,600.56,251.53,20.09,5.86,4.0,2.0
122.0,27.83,26.2,32.93,612.68,231.19,21.17,6.73,4.0,2.0
127.0,26.75,25.03,31.46,578.44,211.84,21.55,5.96,4.0,2.0
135.0,26.77,28.82,31.97,577.09,254.04,18.42,6.54,4.0,2.0
120.0,26.59,25.41,33.54,610.13,255.29,20.09,6.08,4.0,2.0
128.0,26.31,25.06,32.43,600.15,254.61,18.28,6.86,4.0,2.0
126.0,26.34,25.66,33.32,632.02,222.59,18.32,5.58,4.0,2.0
129.0,27.1,25.13,31.26,633.17,242.13,23.75,6.36,4.0,2.0
124.0,27.92,28.25,31.95,618.84,236.41,22.02,6.15,4.0,2.0
135.0,26.25,28.41,33.24,580.28,221.89,21.12,6.05,4.0,2.0
121.0,26.49,28.97,32.14,630.81,253.74,23.24,5.34,4.0,2.0
118.0,27.4,26.01,32.25,612.49,246.64,21.08,6.47,4.0,2.0
133.0,26.76,28.61,33.63,627.97,247.01,23.48,6.4,4.0,2.0
124.0,27.2,25.86,32.07,624.02,246.13,23.99,5.25,4.0,2.0
114.0,26.69,26.62,32.17,574.85,219.17,19.78,5.4,4.0,2.0
117.0,27.94,25.85,32.31,622.63,227.98,19.02,6.27,4.0,2.0
135.0,27.13,29.0,33.84,611.28,211.11,18.36,6.23,4.0,2.0
122.0,27.19,25.96,31.73,616.28,263.07,23.95,6.28,4.0,2.0
133.0,27.61,27.23,31.84,586.72,218.22,17.83,6.76,4.0,2.0
125.0,26.37,26.2,32.05,614.13,256.58,21.27,5.21,4.0,2.0
121.0,26.21,25.5,32.26,600.31,253.6,19.41,6.05,4.0,2.0
121.0,27.86,27.83,31.28,604.38,226.11,19.5,5.11,4.0,2.0
135.0,26.93,27.7,31.29,623.17,231.72,23.49,5.79,4.0,2.0
116.0,26.45,25.12,33.81,616.32,254.93,22.73,6.88,4.0,2.0
133.0,27.25,25.24,31.68,592.15,247.42,18.15,5.66,4.0,2.0
115.0,26.77,27.43,33.81,620.72,261.61,20.82,5.11,4.0,2.0
124.0,27.54,25.58,31.56,633.36,260.25,20.6,5.84,4.0,2.0
115.0,27.41,26.74,31.46,617.29,227.53,20.67,5.49,4.0,2.0
124.0,26.41,28.2,31.41,630.15,230.05,17.92,5.46,4.0,2.0
120.0,27.2,25.09,32.32,596.02,252.28,18.34,6.24,4.0,2.0
129.0,26.05,28.62,32.39,570.28,242.45,18.84,6.11,4.0,2.0
123.0,26.94,26.06,33.78,589.51,224.66,19.39,6.62,4.0,2.0
117.0,27.06,27.39,33.79,578.4,210.66,21.25,5.08,4.0,2.0
118.0,27.89,28.03,32.57,618.2,258.58,17.83,6.18,4.0,2.0
131.0,26.08,27.3,31.96,634.96,224.36,18.01,5.77,4.0,2.0
135.0,26.28,28.45,33.78,618.99,249.09,20.3,6.57,4.0,2.0
123.0,27.99,25.05,33.73,614.23,229.44,18.89,6.65,4.0,2.0
124.0,27.24,25.31,32.98,609.03,233.32,21.16,6.25,4.0,2.0
125.0,27.07,28.04,32.47,615.32,212.02,21.34,5.95,4.0,2.0
119.0,27.05,27.31,32.76,625.72,223.39,18.29,5.82,4.0,2.0
127.0,26.74,28.64,32.62,621.6,247.64,18.32,5.68,4.0,2.0
116.0,27.23,26.05,31.91,600.96,242.7,19.6,6.95,4.0,2.0
122.0,26.64,26.35,32.65,573.03,238.14,22.86,5.31,4.0,2.0
118.0,26.64,25.04,33.94,588.54,245.38,17.98,5.19,4.0,2.0
116.0,27.57,28.39,31.5,612.64,230.6,20.14,5.93,4.0,2.0
125.0,27.87,26.31,32.34,576.17,219.35,18.03,6.83,4.0,2.0
114.0,27.49,28.41,32.67,598.55,218.48,23.63,5.76,4.0,2.0
117.0,26.05,27.69,33.42,598.63,257.27,19.72,6.38,4.0,2.0
116.0,26.82,27.43,32.22,582.33,237.02,23.32,6.44,4.0,2.0
135.0,27.49,28.26,33.01,606.17,237.83,18.93,6.75,4.0,2.0
129.0,26.45,27.69,31.54,575.96,257.07,23.97,5.29,4.0,2.0
134.0,27.13,25.13,31.63,634.81,262.38,23.64,5.63,4.0,2.0
40.0,28.95,28.57,23.8,551.94,345.81,21.17,6.13,5.0,2.0
41.0,27.06,29.3,22.22,551.04,296.26,22.35,7.42,5.0,3.0
44.0,28.87,28.68,23.38,565.78,355.82,21.94,6.65,5.0,2.0
36.0,26.88,28.15,23.69,560.34,334.57,21.49,6.38,5.0,2.0
38.0,26.12,29.87,23.39,565.37,357.01,21.56,6.56,5.0,2.0
43.0,28.19,28.96,22.19,564.66,344.55,22.02,7.73,5.0,3.0
39.0,27.27,29.19,22.09,555.55,350.49,21.78,6.62,5.0,2.0
45.0,27.93,28.33,23.65,555.85,308.97,22.88,7.9,5.0,3.0
39.0,26.61,28.22,23.37,558.28,352.81,22.32,7.59,5.0,3.0
42.0,28.9,28.79,22.12,558.34,313.69,22.46,7.15,5.0,3.0
43.0,27.85,29.14,23.82,550.94,375.14,22.69,6.01,5.0,2.0
41.0,28.64,29.28,22.06,551.01,383.54,21.69,7.32,5.0,3.0
44.0,28.08,29.7,23.24,559.58,368.72,21.75,7.75,5.0,3.0
41.0,28.79,29.74,22.81,564.5,365.21,22.94,6.74,5.0,2.0
35.0,28.7,28.12,23.19,550.0,324.0,22.19,7.12,5.0,3.0
42.0,27.25,29.13,23.4,568.18,347.8,21.13,7.46,5.0,3.0
40.0,28.96,28.06,22.99,567.62,347.73,22.96,7.46,5.0,3.0
36.0,28.73,29.07,23.92,557.96,325.65,21.32,7.97,5.0,3.0
45.0,28.01,28.24,22.01,554.81,346.79,21.03,7.3,5.0,3.0
38.0,27.01,29.83,23.07,560.95,345.44,21.93,6.11,5.0,2.0
35.0,28.05,28.5,22.97,558.4,312.56,22.22,7.92,5.0,3.0
44.0,28.38,29.13,22.54,568.36,319.26,22.25,6.66,5.0,2.0
42.0,27.0,29.12,22.13,552.94,368.46,22.36,6.2,5.0,2.0
43.0,28.55,28.13,22.83,567.93,383.8,21.22,7.68,5.0,3.0
48.0,29.0,28.02,22.61,562.34,318.08,22.95,6.83,5.0,2.0
43.0,26.52,28.54,22.06,560.61,310.66,21.36,7.66,5.0,3.0
42.0,28.03,28.36,23.1,557.39,303.5,22.7,7.59,5.0,3.0
45.0,27.24,29.62,23.67,567.55,363.85,22.42,7.25,5.0,3.0
42.0,27.37,28.66,23.62,569.88,356.33,21.55,6.92,5.0,2.0
46.0,26.97,29.3,22.3,558.87,299.12,22.72,6.56,5.0,2.0
41.0,28.43,29.03,22.78,553.37,323.79,22.89,7.81,5.0,3.0
46.0,28.6,29.53,22.87,556.02,373.05,22.36,6.11,5.0,2.0
41.0,26.26,29.67,23.97,562.68,322.67,22.88,7.56,5.0,3.0
41.0,28.53,28.47,22.11,558.74,301.63,22.28,6.33,5.0,2.0
49.0,27.72,28.38,23.18,562.51,372.88,21.54,7.27,5.0,3.0
41.0,28.98,28.99,22.01,566.6,365.34,22.33,7.87,5.0,3.0
48.0,28.78,28.08,22.8,555.88,306.94,22.57,7.25,5.0,3.0
49.0,28.9,28.11,22.73,559.05,329.83,22.07,7.01,5.0,3.0
46.0,28.01,28.66,22.46,562.43,366.22,21.99,7.0,5.0,3.0
47.0,27.67,29.14,22.99,561.42,370.39,21.04,6.9,5.0,2.0
46.0,27.16,29.95,22.84,561.81,301.81,21.93,6.78,5.0,2.0
48.0,26.17,29.82,22.92,568.19,380.79,21.9,6.16,5.0,2.0
48.0,28.17,28.37,22.01,563.42,358.2,22.18,7.38,5.0,3.0
41.0,28.73,28.01,23.31,565.51,334.46,22.87,6.72,5.0,2.0
46.0,28.77,28.73,22.71,560.64,312.86,22.8,7.16,5.0,3.0
48.0,27.39,28.52,22.57,553.55,316.29,22.74,7.94,5.0,3.0
49.0,26.7,29.53,22.92,551.52,337.38,21.46,7.08,5.0,3.0
41.0,28.15,28.76,22.53,560.37,367.61,22.86,6.79,5.0,2.0
41.0,28.76,29.78,22.59,560.45,377.75,21.44,7.38,5.0,3.0
46.0,27.2,28.8,23.0,568.62,307.58,22.83,6.17,5.0,2.0
47.0,27.83,29.91,22.04,556.27,322.41,21.12,6.16,5.0,2.0
49.0,28.18,29.47,23.22,564.58,336.81,21.82,7.1,5.0,3.0
47.0,26.31,29.63,22.01,564.99,367.08,21.91,6.83,5.0,2.0
45.0,26.46,28.85,22.21,569.14,368.65,22.96,6.46,5.0,2.0
59.0,27.78,28.37,22.64,558.57,385.3,22.31,6.7,5.0,2.0
60.0,28.08,29.22,23.36,555.65,296.39,22.04,6.9,5.0,2.0
70.0,28.11,29.75,23.11,556.34,319.52,22.05,7.61,5.0,3.0
66.0,26.89,28.41,23.68,555.06,304.57,22.31,6.81,5.0,2.0
54.0,27.75,29.22,22.16,556.78,383.3,22.2,7.79,5.0,3.0
50.0,28.04,28.44,23.79,569.74,378.48,21.93,7.14,5.0,3.0
68.0,26.01,28.15,22.03,552.4,386.04,22.35,7.75,5.0,3.0
65.0,27.66,28.56,22.65,568.93,358.88,22.25,6.78,5.0,2.0
51.0,27.9,28.69,22.88,552.72,364.8,22.03,6.17,5.0,2.0
52.0,27.19,28.86,22.12,567.04,385.71,21.73,6.99,5.0,2.0
61.0,27.82,28.24,23.47,558.79,360.66,22.26,6.77,5.0,2.0
50.0,27.21,28.11,22.01,568.09,343.56,22.44,7.71,5.0,3.0
65.0,27.36,29.8,22.48,564.9,299.37,21.39,7.91,5.0,3.0
55.0,28.52,28.44,23.06,559.62,337.91,22.58,6.95,5.0,2.0
58.0,28.26,28.08,23.54,559.97,320.06,22.55,6.43,5.0,2.0
59.0,27.54,28.87,22.81,563.1,379.95,22.28,6.78,5.0,2.0
64.0,27.64,28.38,22.31,560.36,321.95,22.69,7.88,5.0,3.0
50.0,27.61,28.48,22.83,558.03,308.63,21.0,7.2,5.0,3.0
59.0,28.36,29.85,22.31,554.0,308.36,21.2,7.15,5.0,3.0
60.0,26.05,28.93,22.54,567.35,355.28,21.35,7.35,5.0,3.0
54.0,26.02,28.53,22.7,565.44,296.56,22.45,7.7,5.0,3.0
67.0,28.1,28.02,23.18,557.33,339.72,22.01,6.42,5.0,2.0
52.0,28.42,29.43,22.83,554.44,329.74,22.08,7.33,5.0,3.0
59.0,26.68,28.83,22.28,567.2,375.22,22.92,6.72,5.0,2.0
62.0,28.92,29.38,22.33,563.98,327.99,21.28,6.99,5.0,2.0
64.0,28.83,28.08,23.54,551.27,347.57,22.23,7.28,5.0,3.0
56.0,27.02,29.53,23.45,562.0,356.4,22.33,7.1,5.0,3.0
67.0,26.05,28.05,22.28,558.79,355.34,22.75,7.01,5.0,3.0
50.0,28.81,29.08,22.66,553.0,366.87,22.48,7.51,5.0,3.0
50.0,28.59,29.81,23.24,552.71,343.13,21.17,6.86,5.0,2.0
59.0,28.64,29.98,23.67,552.19,337.2,22.83,7.24,5.0,3.0
90.0,26.11,29.8,22.93,565.52,375.09,22.05,7.38,5.0,3.0
72.0,27.74,29.88,22.25,555.13,298.63,22.9,6.81,5.0,2.0
73.0,27.18,29.64,23.74,566.82,302.19,22.61,7.97,5.0,3.0
78.0,26.75,28.45,23.93,550.21,298.03,22.45,7.14,5.0,3.0
87.0,27.25,29.67,23.96,557.64,381.48,22.74,7.78,5.0,3.0
85.0,26.41,29.83,23.99,562.91,298.33,22.43,7.16,5.0,3.0
85.0,26.63,28.82,22.34,561.93,340.68,21.53,7.62,5.0,3.0
84.0,26.73,28.37,22.09,560.42,316.26,22.83,6.16,5.0,2.0
74.0,26.44,28.95,24.0,558.7,336.37,21.61,7.52,5.0,3.0
83.0,26.37,29.52,23.32,566.51,365.34,22.94,7.56,5.0,3.0
70.0,27.89,28.89,22.35,561.64,321.01,21.48,6.71,5.0,2.0
78.0,27.24,29.06,23.62,567.06,314.94,22.57,7.44,5.0,3.0
86.0,27.54,29.18,22.28,561.28,316.38,21.74,7.75,5.0,3.0
72.0,26.22,28.31,23.16,551.94,306.37,21.04,6.87,5.0,2.0
80.0,27.25,28.43,23.39,560.69,349.6,21.01,6.83,5.0,2.0
86.0,27.06,28.22,22.77,564.11,371.15,21.82,7.51,5.0,3.0
77.0,27.7,28.12,23.76,556.52,314.88,22.0,7.92,5.0,3.0
84.0,26.61,29.05,23.37,555.04,319.6,22.71,6.78,5.0,2.0
81.0,28.32,28.35,23.74,552.06,365.23,21.75,6.39,5.0,2.0
89.0,28.74,28.52,22.43,554.97,375.69,22.34,6.66,5.0,2.0
89.0,27.31,29.09,22.25,557.47,320.64,21.64,7.65,5.0,3.0
77.0,26.6,28.4,23.66,552.31,298.02,22.06,7.86,5.0,3.0
77.0,26.42,28.94,23.08,553.04,381.14,22.18,6.98,5.0,2.0
74.0,28.05,28.02,23.4,565.14,349.78,22.18,7.08,5.0,3.0
97.0,28.83,28.76,22.8,569.38,377.34,22.09,6.72,5.0,2.0
100.0,26.1,29.06,22.49,564.74,329.59,22.58,6.57,5.0,2.0
92.0,26.84,28.55,23.78,556.95,379.33,21.94,7.99,5.0,3.0
96.0,28.67,29.09,23.19,554.49,307.75,21.01,7.59,5.0,3.0
93.0,28.26,28.28,22.83,559.6,318.55,22.74,8.0,5.0,3.0
90.0,26.06,29.63,22.89,553.2,350.05,21.45,7.81,5.0,3.0
98.0,28.21,29.7,22.05,563.16,317.76,21.92,7.94,5.0,3.0
107.0,26.59,28.89,22.55,553.7,381.61,22.78,6.25,5.0,2.0
110.0,28.99,29.99,22.04,566.94,340.28,22.73,7.07,5.0,3.0
110.0,28.39,28.49,22.43,569.78,323.2,22.38,7.14,5.0,3.0
104.0,28.92,28.13,22.49,568.45,367.92,22.5,6.16,5.0,2.0
99.0,26.57,28.72,23.17,553.78,297.43,22.91,6.78,5.0,2.0
92.0,28.86,29.97,23.54,566.96,351.32,21.35,6.65,5.0,2.0
93.0,26.36,29.56,23.38,567.36,372.61,21.89,6.36,5.0,2.0
96.0,28.88,28.73,23.32,567.03,314.91,21.03,7.85,5.0,3.0
92.0,27.35,28.0,22.75,559.11,338.09,21.76,7.7,5.0,3.0
92.0,27.74,28.16,23.88,566.34,377.74,22.53,7.0,5.0,3.0
103.0,28.11,29.16,23.75,565.23,321.23,22.43,7.07,5.0,3.0
100.0,27.74,29.44,23.42,564.41,373.07,21.78,8.0,5.0,3.0
91.0,26.55,29.01,22.08,568.8,357.26,22.15,7.45,5.0,3.0
107.0,28.52,28.76,23.54,567.68,384.71,22.76,7.02,5.0,3.0
101.0,27.28,29.03,23.92,560.42,355.22,22.18,7.86,5.0,3.0
102.0,28.53,28.4,23.37,562.83,350.14,21.19,7.99,5.0,3.0
108.0,28.77,28.05,22.01,555.59,302.95,21.83,6.44,5.0,2.0
104.0,28.16,28.37,23.39,567.31,355.02,22.49,7.69,5.0,3.0
105.0,28.21,28.24,22.99,559.45,338.13,22.27,7.64,5.0,3.0
99.0,27.55,28.04,23.64,563.69,305.44,22.73,7.15,5.0,3.0
105.0,26.75,28.17,23.05,552.4,376.65,22.8,6.43,5.0,2.0
106.0,27.17,28.93,22.14,559.45,376.7,21.33,6.26,5.0,2.0
95.0,27.05,29.1,23.0,552.9,368.82,22.56,7.11,5.0,3.0
109.0,27.84,29.23,23.59,564.96,308.86,21.99,6.5,5.0,2.0
103.0,28.77,29.95,22.02,569.58,381.27,21.6,7.91,5.0,3.0
114.0,27.69,29.23,22.18,569.09,374.42,22.13,7.95,5.0,3.0
104.0,28.29,28.91,23.39,557.0,300.32,22.53,6.24,5.0,2.0
114.0,27.28,29.07,23.6,550.39,381.68,22.29,6.26,5.0,2.0
115.0,26.41,28.99,22.27,562.95,337.52,22.47,7.76,5.0,3.0
106.0,27.68,29.39,22.11,552.61,366.42,22.89,7.54,5.0,3.0
113.0,28.9,29.68,23.58,557.1,366.0,22.1,6.91,5.0,2.0
100.0,28.92,28.64,23.44,554.31,370.97,21.04,6.89,5.0,2.0
109.0,28.72,28.73,23.18,560.21,359.82,22.87,7.14,5.0,3.0
115.0,26.57,28.12,23.84,562.48,385.41,22.65,7.46,5.0,3.0
106.0,26.25,29.43,23.2,563.3,345.34,21.14,6.53,5.0,2.0
110.0,28.18,28.17,22.74,564.54,349.7,22.73,7.34,5.0,3.0
100.0,27.7,28.6,23.84,561.21,326.58,21.58,6.47,5.0,2.0
114.0,27.64,28.27,23.35,556.42,321.43,21.98,6.41,5.0,2.0
103.0,28.14,28.27,23.04,551.28,328.0,21.05,6.39,5.0,2.0
111.0,26.26,29.89,23.75,568.98,363.34,22.12,7.04,5.0,3.0
102.0,28.53,29.43,22.06,569.48,311.02,21.65,6.97,5.0,2.0
110.0,28.8,28.51,22.09,558.66,384.84,22.39,7.03,5.0,3.0
107.0,26.81,28.39,22.5,563.96,317.31,22.94,6.38,5.0,2.0
110.0,26.04,28.3,22.84,562.73,348.29,22.93,7.28,5.0,3.0
100.0,26.17,29.93,22.62,550.91,343.9,21.06,7.59,5.0,3.0
100.0,28.34,29.58,23.31,560.82,379.81,22.06,7.86,5.0,3.0
109.0,26.04,28.8,22.36,558.83,329.73,22.24,7.91,5.0,3.0
100.0,27.82,29.93,23.75,560.26,375.03,21.25,6.6,5.0,2.0
103.0,28.2,29.34,22.29,568.71,296.34,21.88,7.1,5.0,3.0
115.0,26.35,28.21,23.61,562.41,338.87,21.31,6.08,5.0,2.0
113.0,26.56,29.44,22.6,569.83,358.37,22.81,6.21,5.0,2.0
115.0,28.07,29.36,23.96,557.05,353.33,21.53,7.19,5.0,3.0
104.0,26.01,29.61,22.34,563.99,354.68,22.57,7.42,5.0,3.0
114.0,28.83,29.96,23.2,551.44,326.25,22.64,6.38,5.0,2.0
114.0,27.49,28.17,23.34,550.99,358.84,22.77,6.21,5.0,2.0
114.0,28.4,28.97,22.67,566.36,337.01,21.03,6.07,5.0,2.0
109.0,26.38,28.02,23.89,569.81,330.5,21.91,6.0,5.0,2.0
106.0,26.94,28.69,22.03,569.56,364.34,21.56,7.59,5.0,3.0
104.0,27.78,29.2,23.67,565.9,356.76,22.77,6.41,5.0,2.0
100.0,28.16,29.66,22.63,563.14,339.79,22.86,7.65,5.0,3.0
105.0,28.47,29.4,22.76,552.94,325.76,22.59,7.8,5.0,3.0
109.0,27.78,28.55,22.11,564.11,315.75,21.28,7.16,5.0,3.0
107.0,27.71,29.15,23.25,569.81,374.46,21.47,6.14,5.0,2.0
109.0,26.66,29.7,23.55,568.17,384.45,22.2,7.16,5.0,3.0
104.0,27.37,29.42,23.23,562.23,358.25,21.57,7.69,5.0,3.0
105.0,28.24,28.42,23.39,568.77,357.67,22.16,6.69,5.0,2.0
112.0,26.77,28.2,23.93,558.38,306.86,21.8,6.87,5.0,2.0
110.0,26.08,28.35,22.74,568.63,381.09,22.01,6.56,5.0,2.0
111.0,27.71,29.11,22.02,564.31,382.08,22.08,7.02,5.0,3.0
120.0,27.47,28.15,26.17,561.55,361.0,22.56,6.34,5.0,2.0
116.0,26.16,29.04,24.14,561.41,369.29,21.68,7.44,5.0,3.0
123.0,28.62,29.02,24.89,568.75,372.16,22.35,7.14,5.0,3.0
120.0,26.47,29.61,25.5,558.64,302.32,22.25,6.97,5.0,2.0
120.0,27.15,29.35,24.03,559.35,367.78,22.68,6.94,5.0,2.0
128.0,28.41,29.48,26.85,551.51,370.57,21.25,7.82,5.0,3.0
119.0,27.82,28.19,24.16,555.57,361.71,21.75,7.39,5.0,3.0
128.0,26.28,28.33,27.41,564.51,333.24,21.07,7.82,5.0,3.0
117.0,28.6,28.48,27.26,555.19,349.12,22.23,6.75,5.0,2.0
117.0,27.5,29.51,24.67,559.4,379.71,21.88,6.72,5.0,2.0
115.0,26.68,28.92,26.04,563.02,302.13,22.08,7.83,5.0,3.0
126.0,26.81,29.18,25.87,556.68,379.28,21.39,7.35,5.0,3.0
129.0,28.22,29.61,25.62,550.92,337.25,22.18,6.04,5.0,2.0
122.0,27.77,28.79,25.75,561.25,350.44,22.9,6.52,5.0,2.0
119.0,27.48,28.49,25.32,558.36,299.08,22.27,6.46,5.0,2.0
116.0,26.21,28.72,26.06,555.67,382.29,22.18,6.85,5.0,2.0
125.0,28.35,28.38,25.45,567.74,334.72,22.5,6.89,5.0,2.0
127.0,28.2,29.89,24.65,557.03,341.5,21.91,6.02,5.0,2.0
124.0,27.53,29.69,27.07,569.27,298.48,21.22,7.42,5.0,3.0
126.0,27.37,29.39,25.66,550.16,347.47,21.44,6.26,5.0,2.0
119.0,26.37,29.66,24.3,568.62,369.99,21.76,7.87,5.0,3.0
130.0,27.33,29.07,24.75,553.14,384.53,21.04,7.17,5.0,3.0
123.0,26.92,28.16,27.72,559.39,320.61,22.86,7.58,5.0,3.0
125.0,27.32,28.78,25.28,569.82,381.62,22.77,6.86,5.0,2.0
127.0,27.81,28.88,27.27,560.75,359.61,22.33,7.79,5.0,3.0
125.0,27.55,29.02,26.95,551.45,333.5,21.5,7.0,5.0,3.0
121.0,26.39,29.11,25.88,569.99,310.54,22.06,7.41,5.0,3.0
116.0,28.64,29.7,27.94,568.93,381.95,22.86,6.03,5.0,2.0
116.0,28.79,29.55,27.06,569.74,382.74,21.02,7.91,5.0,3.0
117.0,28.01,29.29,25.46,563.34,316.11,22.76,7.06,5.0,3.0
119.0,26.14,29.21,24.51,555.94,312.16,22.79,6.32,5.0,2.0
121.0,26.84,28.07,27.0,563.46,338.61,22.59,6.42,5.0,2.0
121.0,28.12,28.5,24.51,559.82,347.21,21.79,6.49,5.0,2.0
122.0,27.8,29.29,27.45,564.53,337.69,21.18,7.48,5.0,3.0
128.0,26.02,28.36,25.6,558.62,355.76,22.31,7.76,5.0,3.0
123.0,26.16,29.48,26.35,552.61,315.84,22.51,7.11,5.0,3.0
129.0,27.65,28.98,25.63,555.36,359.19,21.88,6.65,5.0,2.0
115.0,27.22,29.48,26.08,550.37,342.65,21.02,6.94,5.0,2.0
116.0,28.55,28.91,26.89,562.33,314.91,22.73,6.33,5.0,2.0
120.0,26.69,29.56,24.64,565.3,382.08,21.93,7.56,5.0,3.0
122.0,27.19,29.54,25.42,564.15,307.26,21.15,6.71,5.0,2.0
117.0,28.26,28.24,24.05,560.51,334.52,21.68,6.03,5.0,2.0
124.0,26.41,29.88,27.31,559.9,385.77,21.45,6.84,5.0,2.0
126.0,27.77,29.3,24.03,568.44,296.09,21.36,7.69,5.0,3.0
126.0,28.46,29.12,25.38,559.82,350.2,21.78,6.03,5.0,2.0
123.0,28.3,28.19,24.03,568.76,370.37,21.57,6.52,5.0,2.0
115.0,27.7,28.64,25.3,563.42,298.6,22.57,6.01,5.0,2.0
123.0,28.73,28.53,25.72,563.05,296.77,22.49,7.74,5.0,3.0
116.0,28.82,29.86,27.19,560.48,369.11,21.06,7.04,5.0,3.0
121.0,28.64,28.41,24.39,553.94,331.65,21.85,6.76,5.0,2.0
122.0,27.65,28.09,26.5,563.32,374.75,21.04,7.43,5.0,3.0
117.0,26.05,28.63,25.86,564.93,303.5,22.28,6.57,5.0,2.0
123.0,27.24,28.74,24.45,561.52,338.09,21.8,6.04,5.0,2.0
130.0,26.59,29.23,24.9,566.23,355.06,22.6,7.69,5.0,3.0
125.0,26.48,28.61,25.14,569.2,383.7,22.18,6.26,5.0,2.0
127.0,27.31,29.74,25.43,563.9,347.67,21.23,7.39,5.0,3.0
124.0,26.16,28.18,25.44,565.13,335.98,22.02,7.25,5.0,3.0
115.0,28.17,29.37,25.75,550.27,368.36,22.37,6.98,5.0,2.0
125.0,26.1,28.36,25.77,565.01,296.24,22.52,7.35,5.0,3.0
130.0,27.8,28.55,24.63,552.03,304.32,21.65,7.5,5.0,3.0
128.0,26.55,29.89,26.73,552.42,317.18,22.48,6.64,5.0,2.0
124.0,27.08,29.41,25.17,558.74,347.33,21.86,6.34,5.0,2.0
127.0,28.2,29.67,24.48,551.87,330.07,21.04,6.37,5.0,2.0
130.0,28.41,29.08,24.0,553.12,303.36,21.06,7.64,5.0,3.0
119.0,28.15,28.17,25.71,563.84,362.01,21.4,6.32,5.0,2.0
120.0,27.13,29.82,27.07,562.75,362.56,21.81,7.64,5.0,3.0
125.0,27.2,29.31,24.82,561.75,318.11,22.3,7.81,5.0,3.0
126.0,27.86,28.51,25.97,555.17,363.28,22.03,7.51,5.0,3.0
119.0,26.68,29.29,25.99,550.99,378.61,21.75,6.08,5.0,2.0
118.0,27.57,29.5,25.54,551.66,332.73,21.04,7.76,5.0,3.0
128.0,26.71,29.51,25.41,551.3,298.29,21.09,6.99,5.0,2.0
118.0,27.86,29.29,25.9,556.43,350.2,22.51,7.6,5.0,3.0
129.0,26.78,29.22,24.84,550.62,345.15,22.73,6.02,5.0,2.0
126.0,28.2,28.97,27.66,557.61,356.72,21.98,6.68,5.0,2.0
130.0,29.0,29.02,26.98,568.51,296.21,22.78,6.12,5.0,2.0
118.0,27.02,28.66,26.53,559.39,335.99,21.72,7.47,5.0,3.0
121.0,26.37,28.7,25.83,558.97,298.95,22.4,7.32,5.0,3.0
122.0,27.52,29.8,24.81,561.85,327.29,22.94,6.93,5.0,2.0
130.0,26.46,29.42,25.69,550.31,310.2,21.85,7.72,5.0,3.0
129.0,27.4,29.22,26.0,550.71,353.11,21.78,6.77,5.0,2.0
115.0,28.53,29.53,25.61,562.85,371.47,22.42,7.48,5.0,3.0
119.0,26.82,29.77,24.02,554.02,381.1,21.22,7.47,5.0,3.0
120.0,26.53,28.66,27.39,559.52,366.82,22.42,6.45,5.0,2.0
126.0,27.34,29.35,24.09,553.05,362.24,21.97,7.17,5.0,3.0
122.0,27.74,29.21,26.24,566.2,300.23,21.02,6.82,5.0,2.0
128.0,28.36,28.03,26.23,566.77,367.54,22.21,6.88,5.0,2.0
125.0,27.5,29.05,24.22,564.37,307.38,22.15,7.99,5.0,3.0
116.0,28.8,29.5,24.29,561.71,345.99,22.8,6.63,5.0,2.0
128.0,28.97,28.2,24.13,566.74,304.01,21.7,7.99,5.0,3.0
119.0,26.42,28.53,26.15,566.53,366.1,22.8,6.59,5.0,2.0
120.0,27.74,28.29,24.6,556.96,347.38,22.35,6.86,5.0,2.0
127.0,28.26,28.72,24.57,550.31,378.07,22.16,6.13,5.0,2.0
122.0,28.35,29.82,24.91,552.95,302.38,21.91,7.43,5.0,3.0
121.0,26.04,29.6,26.1,561.33,344.35,22.78,7.33,5.0,3.0
128.0,28.64,29.18,25.88,566.74,357.33,22.58,6.78,5.0,2.0
128.0,27.14,28.08,26.09,569.65,377.39,21.46,7.36,5.0,3.0
129.0,26.83,30.0,26.33,558.51,370.24,22.96,6.66,5.0,2.0
